zip,lat,lon
02905,41.785039999999995,-71.39354555804823
02906,41.838209500000005,-71.39046614031564
02907,41.796634499999996,-71.42706487711865
02908,41.8393025,-71.44067858624412
02909,41.8222425,-71.44907285628932
02910,41.776079,-71.4355759400369
02911,41.853779,-71.46830459290953
02912,41.8268545,-71.40131610070333
02914,41.8145055,-71.36816804381058
02915,41.769037499999996,-71.3526657100841
02916,41.842923,-71.3567483376259
02917,41.903674,-71.52572348116692
02918,41.844162499999996,-71.43475770360824
02919,41.828761,-71.51607932454917
02920,41.769272,-71.46638519727487
02921,41.761658499999996,-71.51384607181227
03031,42.8705995,-71.61863509555359
03032,42.988515500000005,-71.34141148439002
03033,42.749791,-71.67359145305677
03034,43.0666695,-71.30667640680093
03036,42.969149,-71.23770735567389
03037,43.1476475,-71.2497448772545
03038,42.8904175,-71.27654113952426
03042,43.0530395,-71.07437038788456
03043,42.994451,-71.81598677243795
03044,42.9895735,-71.12495772775075
